2022-11-30 02:04:06 startup archives install
2022-11-30 02:05:40 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:40 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:40 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:42 startup archives unpack
2022-11-30 02:05:42 upgrade liblz4-1:amd64 1.9.3-2build2 1.9.3-2build2
2022-11-30 02:05:42 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:42 status half-configured liblz4-1:amd64 1.9.3-2build2
2022-11-30 02:05:42 status unpacked liblz4-1:amd64 1.9.3-2build2
2022-11-30 02:05:42 status half-installed liblz4-1:amd64 1.9.3-2build2
2022-11-30 02:05:42 status unpacked liblz4-1:amd64 1.9.3-2build2
2022-11-30 02:05:42 startup packages configure
2022-11-30 02:05:42 configure liblz4-1:amd64 1.9.3-2build2 <none>
2022-11-30 02:05:42 status unpacked liblz4-1:amd64 1.9.3-2build2
2022-11-30 02:05:42 status half-configured liblz4-1:amd64 1.9.3-2build2
2022-11-30 02:05:42 status installed liblz4-1:amd64 1.9.3-2build2
2022-11-30 02:05:42 startup packages configure
2022-11-30 02:05:42 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:42 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:42 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:43 startup archives unpack
2022-11-30 02:05:43 upgrade liblzma5:amd64 5.2.5-2ubuntu1 5.2.5-2ubuntu1
2022-11-30 02:05:43 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:43 status half-configured liblzma5:amd64 5.2.5-2ubuntu1
2022-11-30 02:05:43 status unpacked liblzma5:amd64 5.2.5-2ubuntu1
2022-11-30 02:05:43 status half-installed liblzma5:amd64 5.2.5-2ubuntu1
2022-11-30 02:05:43 status unpacked liblzma5:amd64 5.2.5-2ubuntu1
2022-11-30 02:05:44 startup packages configure
2022-11-30 02:05:44 configure liblzma5:amd64 5.2.5-2ubuntu1 <none>
2022-11-30 02:05:44 status unpacked liblzma5:amd64 5.2.5-2ubuntu1
2022-11-30 02:05:44 status half-configured liblzma5:amd64 5.2.5-2ubuntu1
2022-11-30 02:05:44 status installed liblzma5:amd64 5.2.5-2ubuntu1
2022-11-30 02:05:44 startup packages configure
2022-11-30 02:05:44 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:44 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:44 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:45 startup archives unpack
2022-11-30 02:05:45 upgrade libmount1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2022-11-30 02:05:45 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:45 status half-configured libmount1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:45 status unpacked libmount1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:45 status half-installed libmount1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:45 status unpacked libmount1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:45 startup packages configure
2022-11-30 02:05:45 configure libmount1:amd64 2.37.2-4ubuntu3 <none>
2022-11-30 02:05:45 status unpacked libmount1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:45 status half-configured libmount1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:45 status installed libmount1:amd64 2.37.2-4ubuntu3
2022-11-30 02:05:45 startup packages configure
2022-11-30 02:05:45 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:45 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:45 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:47 startup archives unpack
2022-11-30 02:05:47 upgrade libncurses6:amd64 6.3-2 6.3-2
2022-11-30 02:05:47 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:47 status half-configured libncurses6:amd64 6.3-2
2022-11-30 02:05:47 status unpacked libncurses6:amd64 6.3-2
2022-11-30 02:05:47 status half-installed libncurses6:amd64 6.3-2
2022-11-30 02:05:47 status unpacked libncurses6:amd64 6.3-2
2022-11-30 02:05:47 startup packages configure
2022-11-30 02:05:47 configure libncurses6:amd64 6.3-2 <none>
2022-11-30 02:05:47 status unpacked libncurses6:amd64 6.3-2
2022-11-30 02:05:47 status half-configured libncurses6:amd64 6.3-2
2022-11-30 02:05:47 status installed libncurses6:amd64 6.3-2
2022-11-30 02:05:47 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:47 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:47 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:48 startup archives unpack
2022-11-30 02:05:48 upgrade libncursesw6:amd64 6.3-2 6.3-2
2022-11-30 02:05:48 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:48 status half-configured libncursesw6:amd64 6.3-2
2022-11-30 02:05:48 status unpacked libncursesw6:amd64 6.3-2
2022-11-30 02:05:48 status half-installed libncursesw6:amd64 6.3-2
2022-11-30 02:05:48 status unpacked libncursesw6:amd64 6.3-2
2022-11-30 02:05:48 startup packages configure
2022-11-30 02:05:48 configure libncursesw6:amd64 6.3-2 <none>
2022-11-30 02:05:48 status unpacked libncursesw6:amd64 6.3-2
2022-11-30 02:05:48 status half-configured libncursesw6:amd64 6.3-2
2022-11-30 02:05:49 status installed libncursesw6:amd64 6.3-2
2022-11-30 02:05:49 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:49 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:49 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:50 startup archives unpack
2022-11-30 02:05:50 upgrade libnettle8:amd64 3.7.3-1build2 3.7.3-1build2
2022-11-30 02:05:50 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:50 status half-configured libnettle8:amd64 3.7.3-1build2
2022-11-30 02:05:50 status unpacked libnettle8:amd64 3.7.3-1build2
2022-11-30 02:05:50 status half-installed libnettle8:amd64 3.7.3-1build2
2022-11-30 02:05:50 status unpacked libnettle8:amd64 3.7.3-1build2
2022-11-30 02:05:50 startup packages configure
2022-11-30 02:05:50 configure libnettle8:amd64 3.7.3-1build2 <none>
2022-11-30 02:05:50 status unpacked libnettle8:amd64 3.7.3-1build2
2022-11-30 02:05:50 status half-configured libnettle8:amd64 3.7.3-1build2
2022-11-30 02:05:50 status installed libnettle8:amd64 3.7.3-1build2
2022-11-30 02:05:50 startup packages configure
2022-11-30 02:05:50 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:50 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:50 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:52 startup archives unpack
2022-11-30 02:05:52 upgrade libnsl2:amd64 1.3.0-2build2 1.3.0-2build2
2022-11-30 02:05:52 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:52 status half-configured libnsl2:amd64 1.3.0-2build2
2022-11-30 02:05:52 status unpacked libnsl2:amd64 1.3.0-2build2
2022-11-30 02:05:52 status half-installed libnsl2:amd64 1.3.0-2build2
2022-11-30 02:05:52 status unpacked libnsl2:amd64 1.3.0-2build2
2022-11-30 02:05:52 startup packages configure
2022-11-30 02:05:52 configure libnsl2:amd64 1.3.0-2build2 <none>
2022-11-30 02:05:52 status unpacked libnsl2:amd64 1.3.0-2build2
2022-11-30 02:05:52 status half-configured libnsl2:amd64 1.3.0-2build2
2022-11-30 02:05:52 status installed libnsl2:amd64 1.3.0-2build2
2022-11-30 02:05:52 startup packages configure
2022-11-30 02:05:52 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:52 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:52 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:53 startup archives unpack
2022-11-30 02:05:53 upgrade libp11-kit0:amd64 0.24.0-6build1 0.24.0-6build1
2022-11-30 02:05:53 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:53 status half-configured libp11-kit0:amd64 0.24.0-6build1
2022-11-30 02:05:53 status unpacked libp11-kit0:amd64 0.24.0-6build1
2022-11-30 02:05:53 status half-installed libp11-kit0:amd64 0.24.0-6build1
2022-11-30 02:05:53 status unpacked libp11-kit0:amd64 0.24.0-6build1
2022-11-30 02:05:53 startup packages configure
2022-11-30 02:05:53 configure libp11-kit0:amd64 0.24.0-6build1 <none>
2022-11-30 02:05:53 status unpacked libp11-kit0:amd64 0.24.0-6build1
2022-11-30 02:05:53 status half-configured libp11-kit0:amd64 0.24.0-6build1
2022-11-30 02:05:53 status installed libp11-kit0:amd64 0.24.0-6build1
2022-11-30 02:05:54 startup packages configure
2022-11-30 02:05:54 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:05:54 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:54 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:05:55 startup archives unpack
2022-11-30 02:05:55 upgrade libpam-modules:amd64 1.4.0-11ubuntu2 1.4.0-11ubuntu2
2022-11-30 02:05:55 status half-configured libpam-modules:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:55 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:55 status half-installed libpam-modules:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:55 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:55 startup packages configure
2022-11-30 02:05:55 configure libpam-modules:amd64 1.4.0-11ubuntu2 <none>
2022-11-30 02:05:55 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:55 status half-configured libpam-modules:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:55 status installed libpam-modules:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:55 startup packages configure
2022-11-30 02:05:57 startup archives unpack
2022-11-30 02:05:57 upgrade libpam-modules-bin:amd64 1.4.0-11ubuntu2 1.4.0-11ubuntu2
2022-11-30 02:05:57 status half-configured libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:57 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:57 status half-installed libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:57 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:57 startup packages configure
2022-11-30 02:05:57 configure libpam-modules-bin:amd64 1.4.0-11ubuntu2 <none>
2022-11-30 02:05:57 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:57 status half-configured libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:57 status installed libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-11-30 02:05:57 startup packages configure
2022-11-30 02:05:59 startup archives unpack
2022-11-30 02:05:59 upgrade libpam-runtime:all 1.4.0-11ubuntu2 1.4.0-11ubuntu2
2022-11-30 02:05:59 status half-configured libpam-runtime:all 1.4.0-11ubuntu2
2022-11-30 02:05:59 status unpacked libpam-runtime:all 1.4.0-11ubuntu2
2022-11-30 02:05:59 status half-installed libpam-runtime:all 1.4.0-11ubuntu2
2022-11-30 02:05:59 status unpacked libpam-runtime:all 1.4.0-11ubuntu2
2022-11-30 02:05:59 startup packages configure
2022-11-30 02:05:59 configure libpam-runtime:all 1.4.0-11ubuntu2 <none>
2022-11-30 02:05:59 status unpacked libpam-runtime:all 1.4.0-11ubuntu2
2022-11-30 02:05:59 status half-configured libpam-runtime:all 1.4.0-11ubuntu2
2022-11-30 02:05:59 status installed libpam-runtime:all 1.4.0-11ubuntu2
2022-11-30 02:05:59 startup packages configure
2022-11-30 02:06:00 startup archives unpack
2022-11-30 02:06:00 upgrade libpam0g:amd64 1.4.0-11ubuntu2 1.4.0-11ubuntu2
2022-11-30 02:06:00 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:00 status half-configured libpam0g:amd64 1.4.0-11ubuntu2
2022-11-30 02:06:00 status unpacked libpam0g:amd64 1.4.0-11ubuntu2
2022-11-30 02:06:00 status half-installed libpam0g:amd64 1.4.0-11ubuntu2
2022-11-30 02:06:00 status unpacked libpam0g:amd64 1.4.0-11ubuntu2
2022-11-30 02:06:00 startup packages configure
2022-11-30 02:06:00 configure libpam0g:amd64 1.4.0-11ubuntu2 <none>
2022-11-30 02:06:00 status unpacked libpam0g:amd64 1.4.0-11ubuntu2
2022-11-30 02:06:00 status half-configured libpam0g:amd64 1.4.0-11ubuntu2
2022-11-30 02:06:00 status installed libpam0g:amd64 1.4.0-11ubuntu2
2022-11-30 02:06:01 startup packages configure
2022-11-30 02:06:01 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:01 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:01 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:02 startup archives unpack
2022-11-30 02:06:02 upgrade libpcre2-8-0:amd64 10.39-3build1 10.39-3build1
2022-11-30 02:06:02 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:02 status half-configured libpcre2-8-0:amd64 10.39-3build1
2022-11-30 02:06:02 status unpacked libpcre2-8-0:amd64 10.39-3build1
2022-11-30 02:06:02 status half-installed libpcre2-8-0:amd64 10.39-3build1
2022-11-30 02:06:02 status unpacked libpcre2-8-0:amd64 10.39-3build1
2022-11-30 02:06:02 startup packages configure
2022-11-30 02:06:02 configure libpcre2-8-0:amd64 10.39-3build1 <none>
2022-11-30 02:06:02 status unpacked libpcre2-8-0:amd64 10.39-3build1
2022-11-30 02:06:02 status half-configured libpcre2-8-0:amd64 10.39-3build1
2022-11-30 02:06:02 status installed libpcre2-8-0:amd64 10.39-3build1
2022-11-30 02:06:02 startup packages configure
2022-11-30 02:06:02 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:02 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:02 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:04 startup archives unpack
2022-11-30 02:06:04 upgrade libpcre3:amd64 2:8.39-13build5 2:8.39-13build5
2022-11-30 02:06:04 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:04 status half-configured libpcre3:amd64 2:8.39-13build5
2022-11-30 02:06:04 status unpacked libpcre3:amd64 2:8.39-13build5
2022-11-30 02:06:04 status half-installed libpcre3:amd64 2:8.39-13build5
2022-11-30 02:06:04 status unpacked libpcre3:amd64 2:8.39-13build5
2022-11-30 02:06:04 startup packages configure
2022-11-30 02:06:04 configure libpcre3:amd64 2:8.39-13build5 <none>
2022-11-30 02:06:04 status unpacked libpcre3:amd64 2:8.39-13build5
2022-11-30 02:06:04 status half-configured libpcre3:amd64 2:8.39-13build5
2022-11-30 02:06:04 status installed libpcre3:amd64 2:8.39-13build5
2022-11-30 02:06:04 startup packages configure
2022-11-30 02:06:04 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:04 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:04 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:05 startup archives unpack
2022-11-30 02:06:06 upgrade libprocps8:amd64 2:3.3.17-6ubuntu2 2:3.3.17-6ubuntu2
2022-11-30 02:06:06 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:06 status half-configured libprocps8:amd64 2:3.3.17-6ubuntu2
2022-11-30 02:06:06 status unpacked libprocps8:amd64 2:3.3.17-6ubuntu2
2022-11-30 02:06:06 status half-installed libprocps8:amd64 2:3.3.17-6ubuntu2
2022-11-30 02:06:06 status unpacked libprocps8:amd64 2:3.3.17-6ubuntu2
2022-11-30 02:06:06 startup packages configure
2022-11-30 02:06:06 configure libprocps8:amd64 2:3.3.17-6ubuntu2 <none>
2022-11-30 02:06:06 status unpacked libprocps8:amd64 2:3.3.17-6ubuntu2
2022-11-30 02:06:06 status half-configured libprocps8:amd64 2:3.3.17-6ubuntu2
2022-11-30 02:06:06 status installed libprocps8:amd64 2:3.3.17-6ubuntu2
2022-11-30 02:06:06 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:06 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:06 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:07 startup archives unpack
2022-11-30 02:06:07 upgrade libseccomp2:amd64 2.5.3-2ubuntu2 2.5.3-2ubuntu2
2022-11-30 02:06:07 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:07 status half-configured libseccomp2:amd64 2.5.3-2ubuntu2
2022-11-30 02:06:07 status unpacked libseccomp2:amd64 2.5.3-2ubuntu2
2022-11-30 02:06:07 status half-installed libseccomp2:amd64 2.5.3-2ubuntu2
2022-11-30 02:06:07 status unpacked libseccomp2:amd64 2.5.3-2ubuntu2
2022-11-30 02:06:07 startup packages configure
2022-11-30 02:06:07 configure libseccomp2:amd64 2.5.3-2ubuntu2 <none>
2022-11-30 02:06:07 status unpacked libseccomp2:amd64 2.5.3-2ubuntu2
2022-11-30 02:06:07 status half-configured libseccomp2:amd64 2.5.3-2ubuntu2
2022-11-30 02:06:07 status installed libseccomp2:amd64 2.5.3-2ubuntu2
2022-11-30 02:06:07 startup packages configure
2022-11-30 02:06:07 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:07 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:07 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:09 startup archives unpack
2022-11-30 02:06:09 upgrade libselinux1:amd64 3.3-1build2 3.3-1build2
2022-11-30 02:06:09 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:09 status half-configured libselinux1:amd64 3.3-1build2
2022-11-30 02:06:09 status unpacked libselinux1:amd64 3.3-1build2
2022-11-30 02:06:09 status half-installed libselinux1:amd64 3.3-1build2
2022-11-30 02:06:09 status unpacked libselinux1:amd64 3.3-1build2
2022-11-30 02:06:09 startup packages configure
2022-11-30 02:06:09 configure libselinux1:amd64 3.3-1build2 <none>
2022-11-30 02:06:09 status unpacked libselinux1:amd64 3.3-1build2
2022-11-30 02:06:09 status half-configured libselinux1:amd64 3.3-1build2
2022-11-30 02:06:09 status installed libselinux1:amd64 3.3-1build2
2022-11-30 02:06:09 startup packages configure
2022-11-30 02:06:09 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:09 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:09 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:10 startup archives unpack
2022-11-30 02:06:10 upgrade libsemanage-common:all 3.3-1build2 3.3-1build2
2022-11-30 02:06:10 status half-configured libsemanage-common:all 3.3-1build2
2022-11-30 02:06:10 status unpacked libsemanage-common:all 3.3-1build2
2022-11-30 02:06:10 status half-installed libsemanage-common:all 3.3-1build2
2022-11-30 02:06:11 status unpacked libsemanage-common:all 3.3-1build2
2022-11-30 02:06:11 startup packages configure
2022-11-30 02:06:11 configure libsemanage-common:all 3.3-1build2 <none>
2022-11-30 02:06:11 status unpacked libsemanage-common:all 3.3-1build2
2022-11-30 02:06:11 status half-configured libsemanage-common:all 3.3-1build2
2022-11-30 02:06:11 status installed libsemanage-common:all 3.3-1build2
2022-11-30 02:06:11 startup packages configure
2022-11-30 02:06:12 startup archives unpack
2022-11-30 02:06:12 upgrade libsemanage2:amd64 3.3-1build2 3.3-1build2
2022-11-30 02:06:12 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:12 status half-configured libsemanage2:amd64 3.3-1build2
2022-11-30 02:06:12 status unpacked libsemanage2:amd64 3.3-1build2
2022-11-30 02:06:12 status half-installed libsemanage2:amd64 3.3-1build2
2022-11-30 02:06:12 status unpacked libsemanage2:amd64 3.3-1build2
2022-11-30 02:06:12 startup packages configure
2022-11-30 02:06:12 configure libsemanage2:amd64 3.3-1build2 <none>
2022-11-30 02:06:12 status unpacked libsemanage2:amd64 3.3-1build2
2022-11-30 02:06:12 status half-configured libsemanage2:amd64 3.3-1build2
2022-11-30 02:06:12 status installed libsemanage2:amd64 3.3-1build2
2022-11-30 02:06:12 startup packages configure
2022-11-30 02:06:12 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:12 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:12 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:14 startup archives unpack
2022-11-30 02:06:14 upgrade libsepol2:amd64 3.3-1build1 3.3-1build1
2022-11-30 02:06:14 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:14 status half-configured libsepol2:amd64 3.3-1build1
2022-11-30 02:06:14 status unpacked libsepol2:amd64 3.3-1build1
2022-11-30 02:06:14 status half-installed libsepol2:amd64 3.3-1build1
2022-11-30 02:06:14 status unpacked libsepol2:amd64 3.3-1build1
2022-11-30 02:06:14 startup packages configure
2022-11-30 02:06:14 configure libsepol2:amd64 3.3-1build1 <none>
2022-11-30 02:06:14 status unpacked libsepol2:amd64 3.3-1build1
2022-11-30 02:06:14 status half-configured libsepol2:amd64 3.3-1build1
2022-11-30 02:06:14 status installed libsepol2:amd64 3.3-1build1
2022-11-30 02:06:14 startup packages configure
2022-11-30 02:06:14 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:14 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:14 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:16 startup archives unpack
2022-11-30 02:06:16 upgrade libsmartcols1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2022-11-30 02:06:16 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:16 status half-configured libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-30 02:06:16 status unpacked libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-30 02:06:16 status half-installed libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-30 02:06:16 status unpacked libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-30 02:06:16 startup packages configure
2022-11-30 02:06:16 configure libsmartcols1:amd64 2.37.2-4ubuntu3 <none>
2022-11-30 02:06:16 status unpacked libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-30 02:06:16 status half-configured libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-30 02:06:16 status installed libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-30 02:06:16 startup packages configure
2022-11-30 02:06:16 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:16 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:16 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:17 startup archives unpack
2022-11-30 02:06:17 upgrade libss2:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1
2022-11-30 02:06:17 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:17 status half-configured libss2:amd64 1.46.5-2ubuntu1
2022-11-30 02:06:17 status unpacked libss2:amd64 1.46.5-2ubuntu1
2022-11-30 02:06:17 status half-installed libss2:amd64 1.46.5-2ubuntu1
2022-11-30 02:06:17 status unpacked libss2:amd64 1.46.5-2ubuntu1
2022-11-30 02:06:17 startup packages configure
2022-11-30 02:06:17 configure libss2:amd64 1.46.5-2ubuntu1 <none>
2022-11-30 02:06:17 status unpacked libss2:amd64 1.46.5-2ubuntu1
2022-11-30 02:06:17 status half-configured libss2:amd64 1.46.5-2ubuntu1
2022-11-30 02:06:17 status installed libss2:amd64 1.46.5-2ubuntu1
2022-11-30 02:06:17 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:17 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:17 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:19 startup archives unpack
2022-11-30 02:06:19 upgrade libssl3:amd64 3.0.2-0ubuntu1 3.0.2-0ubuntu1
2022-11-30 02:06:19 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:19 status half-configured libssl3:amd64 3.0.2-0ubuntu1
2022-11-30 02:06:19 status unpacked libssl3:amd64 3.0.2-0ubuntu1
2022-11-30 02:06:19 status half-installed libssl3:amd64 3.0.2-0ubuntu1
2022-11-30 02:06:19 status unpacked libssl3:amd64 3.0.2-0ubuntu1
2022-11-30 02:06:19 startup packages configure
2022-11-30 02:06:19 configure libssl3:amd64 3.0.2-0ubuntu1 <none>
2022-11-30 02:06:19 status unpacked libssl3:amd64 3.0.2-0ubuntu1
2022-11-30 02:06:19 status half-configured libssl3:amd64 3.0.2-0ubuntu1
2022-11-30 02:06:19 status installed libssl3:amd64 3.0.2-0ubuntu1
2022-11-30 02:06:19 startup packages configure
2022-11-30 02:06:19 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:19 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:19 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:21 startup archives unpack
2022-11-30 02:06:21 upgrade libstdc++6:amd64 12-20220319-1ubuntu1 12-20220319-1ubuntu1
2022-11-30 02:06:21 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:21 status half-configured libstdc++6:amd64 12-20220319-1ubuntu1
2022-11-30 02:06:21 status unpacked libstdc++6:amd64 12-20220319-1ubuntu1
2022-11-30 02:06:21 status half-installed libstdc++6:amd64 12-20220319-1ubuntu1
2022-11-30 02:06:21 status unpacked libstdc++6:amd64 12-20220319-1ubuntu1
2022-11-30 02:06:21 startup packages configure
2022-11-30 02:06:21 configure libstdc++6:amd64 12-20220319-1ubuntu1 <none>
2022-11-30 02:06:21 status unpacked libstdc++6:amd64 12-20220319-1ubuntu1
2022-11-30 02:06:21 status half-configured libstdc++6:amd64 12-20220319-1ubuntu1
2022-11-30 02:06:21 status installed libstdc++6:amd64 12-20220319-1ubuntu1
2022-11-30 02:06:21 startup packages configure
2022-11-30 02:06:21 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2022-11-30 02:06:21 status half-configured libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:21 status installed libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:22 startup archives unpack
2022-11-30 02:06:22 upgrade libsystemd0:amd64 249.11-0ubuntu3 249.11-0ubuntu3
2022-11-30 02:06:22 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2022-11-30 02:06:22 status half-configured libsystemd0:amd64 249.11-0ubuntu3
2022-11-30 02:06:22 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2022-11-30 02:06:22 status half-installed libsystemd0:amd64 249.11-0ubuntu3
2022-11-30 02:06:22 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2022-11-30 02:06:23 startup packages configure
2022-11-30 02:06:23 configure libsystemd0:amd64 249.11-0ubuntu3 <none>
